Case Number,Title,Settlement Amount,Date,Link
Case No. 2:11-cv-01588,"Pioneer Hotel to Pay $150,000 to Settle EEOC National Origin / Color Harassment & Discrimination Suit","$150,000",06-17-2015,https://www.eeoc.gov/newsroom/pioneer-hotel-pay-150000-settle-eeoc-national-origin-color-harassment-discrimination-suit
Case No. 8:13-cv-02655,"Wal-Mart Stores East to Pay $75,000 to Settle EEOC National Origin / Religious Harassment and Retaliation Lawsuit","$75,000",06-12-2015,https://www.eeoc.gov/newsroom/wal-mart-stores-east-pay-75000-settle-eeoc-national-origin-religious-harassment-and
Case No. 6:15-cv-00109,"Ruby Tuesday to Pay $100,000 to Settle EEOC Sex Discrimination Lawsuit","$100,000",05-21-2015,https://www.eeoc.gov/newsroom/ruby-tuesday-pay-100000-settle-eeoc-sex-discrimination-lawsuit
Case No. 5:14-cv-00362,"H2H Enterprises / Huddle House #670 to Pay $15,000 to Settle EEOC Racial Harassment Lawsuit","$15,000",05-21-2015,https://www.eeoc.gov/newsroom/h2h-enterprises-huddle-house-670-pay-15000-settle-eeoc-racial-harassment-lawsuit
Case No. 3:14-cv-00210,"Magnolia Place Personal Care Home to Pay $20,000 to Settle EEOC Pregnancy Discrimination Lawsuit","$20,000",04-30-2015,https://www.eeoc.gov/newsroom/magnolia-place-personal-care-home-pay-20000-settle-eeoc-pregnancy-discrimination-lawsuit
Case No. 1:13-cv-02860,"Red Lobster Restaurants Will Pay $160,000 to Settle EEOC Sexual Harassment Lawsuit","$160,000",04-29-2015,https://www.eeoc.gov/newsroom/red-lobster-restaurants-will-pay-160000-settle-eeoc-sexual-harassment-lawsuit
Case No. 7:13-cv-203,"Newport News Industrial Corporation Agrees to Pay $65,000 in EEOC Retaliation Lawsuit","$65,000",04-27-2015,https://www.eeoc.gov/newsroom/newport-news-industrial-corporation-agrees-pay-65000-eeoc-retaliation-lawsuit
Case No. 1:14-cv-03076,"Rinnier Development and Related Companies to Pay $25,000 to Settle EEOC Race Discrimination Lawsuit","$25,000",04-22-2015,https://www.eeoc.gov/newsroom/rinnier-development-and-related-companies-pay-25000-settle-eeoc-race-discrimination
Case No. 4:14-cv-00573,"Helmerich & Payne to Pay $59,000 to Settle EEOC Disability Discrimination Suit","$59,000",04-22-2015,https://www.eeoc.gov/newsroom/helmerich-payne-pay-59000-settle-eeoc-disability-discrimination-suit
Case No. 1:12-cv-01186,"Howard University Will Pay $35,000 to Settle EEOC Disability Discrimination Lawsuit","$35,000",04-20-2015,https://www.eeoc.gov/newsroom/howard-university-will-pay-35000-settle-eeoc-disability-discrimination-lawsuit
Case No. 8:14-cv-2421,"Lakeland Eye Clinic will Pay $150,000 to Resolve Transgender / Sex Discrimination Lawsuit","$150,000",04-13-2015,https://www.eeoc.gov/newsroom/lakeland-eye-clinic-will-pay-150000-resolve-transgender-sex-discrimination-lawsuit
Case No. 0:14-cv-02138,"Baldwin Supply Company to Pay $50,000 to Settle EEOC Disability Discrimination Lawsuit","$50,000",04-06-2015,https://www.eeoc.gov/newsroom/baldwin-supply-company-pay-50000-settle-eeoc-disability-discrimination-lawsuit
Case No. 8:14-cv-03091,"The Lash Group Will Pay $75,000 to Settle  EEOC Disability Discrimination Lawsuit","$75,000",03-18-2015,https://www.eeoc.gov/newsroom/lash-group-will-pay-75000-settle-eeoc-disability-discrimination-lawsuit
Case No. 3:14-cv-0211,"Save Edge to Pay $30,000 to Settle EEOC Disability Discrimination Suit","$30,000",03-17-2015,https://www.eeoc.gov/newsroom/save-edge-pay-30000-settle-eeoc-disability-discrimination-suit
Case No. 3:14-cv-00152,"Suncup / Gregory Packaging to Pay $125,000 to Settle EEOC Disability Discrimination Lawsuit","$125,000",03-13-2015,https://www.eeoc.gov/newsroom/suncup-gregory-packaging-pay-125000-settle-eeoc-disability-discrimination-lawsuit
Case No. 8:14-cv-03083,"First Title & Escrow / Streamline Title & Escrow to Pay $95,000 to Settle EEOC Disability Bias Lawsuit","$95,000",03-13-2015,https://www.eeoc.gov/newsroom/first-title-escrow-streamline-title-escrow-pay-95000-settle-eeoc-disability-bias-lawsuit
Case No. 2:14-cv-11172,"Lafontaine Cadillac Buick GMC to Pay $75,000 to Settle EEOC Racial Harassment Lawsuit","$75,000",03-11-2015,https://www.eeoc.gov/newsroom/lafontaine-cadillac-buick-gmc-pay-75000-settle-eeoc-racial-harassment-lawsuit
Case No. 1:14-cv-1005,"Savi Technology Will Pay $20,000 to Settle EEOC Pregnancy Discrimination Lawsuit","$20,000",03-02-2015,https://www.eeoc.gov/newsroom/savi-technology-will-pay-20000-settle-eeoc-pregnancy-discrimination-lawsuit
Case No. 8:14-cv-2116,"Windmill Farms Nurseries to Pay $40,000 to Settle EEOC Sexual Harassment Lawsuit and Retaliation","$40,000",03-02-2015,https://www.eeoc.gov/newsroom/windmill-farms-nurseries-pay-40000-settle-eeoc-sexual-harassment-lawsuit-and-retaliation
Case No. 3:14-cv-00908,"Wal-Mart to Pay $150,000 to Settle EEOC  Age and Disability Discrimination Suit","$150,000",02-19-2015,https://www.eeoc.gov/newsroom/wal-mart-pay-150000-settle-eeoc-age-and-disability-discrimination-suit
Case No. 2:10-cv-02717,"Skanska USA Building to Pay $95,000 to Settle EEOC  Racial Harassment and Retaliation Lawsuit","$95,000",01-29-2015,https://www.eeoc.gov/newsroom/skanska-usa-building-pay-95000-settle-eeoc-racial-harassment-and-retaliation-lawsuit
Case No. 2:14-cv-11287,"Hot Wheel City Will Pay $20,000 to Resolve EEOC Sexual Harassment and Retaliation Lawsuit","$20,000",01-26-2015,https://www.eeoc.gov/newsroom/hot-wheel-city-will-pay-20000-resolve-eeoc-sexual-harassment-and-retaliation-lawsuit
Case No. 02:14-cv-527,"EZEFLOW USA, Inc. Will Pay $65,000 to Settle EEOC Disability Discrimination Lawsuit","$65,000",01-09-2015,https://www.eeoc.gov/newsroom/ezeflow-usa-inc-will-pay-65000-settle-eeoc-disability-discrimination-lawsuit
Case No. 2:14-cv-00338,"Maxim Healthcare Services Will Pay $75,000 to Settle EEOC Disability Discrimination Suit","$75,000",12-03-2014,https://www.eeoc.gov/newsroom/maxim-healthcare-services-will-pay-75000-settle-eeoc-disability-discrimination-suit
Case No. 0:14-cv-00809,"Baywood Home Care to Pay $30,000 under Decree Ending EEOC Disability Discrimination Lawsuit","$30,000",10-30-2014,https://www.eeoc.gov/newsroom/baywood-home-care-pay-30000-under-decree-ending-eeoc-disability-discrimination-lawsuit
Case No. 1:14-cv-00862,"Wal-Mart Stores East Will Pay $72,500 to Settle EEOC Disability Discrimination Lawsuit","$72,500",10-22-2014,https://www.eeoc.gov/newsroom/wal-mart-stores-east-will-pay-72500-settle-eeoc-disability-discrimination-lawsuit
Case No. 1:12-cv-01592,"Braun Electric to Pay $82,500 to Settle EEOC Sexual Harassment Suit","$82,500",10-15-2014,https://www.eeoc.gov/newsroom/braun-electric-pay-82500-settle-eeoc-sexual-harassment-suit
Case No. 3:13-cv-02062,"Kaiser Permanente to Pay $75,000 to Settle EEOC Disability Discrimination Suit","$75,000",10-08-2014,https://www.eeoc.gov/newsroom/kaiser-permanente-pay-75000-settle-eeoc-disability-discrimination-suit
Case No. 5:14-cv-1056,"Oklahoma Chicken Express Franchiser to Pay $15,000 to Settle EEOC National Origin Discrimination Suit","$15,000",10-03-2014,https://www.eeoc.gov/newsroom/oklahoma-chicken-express-franchiser-pay-15000-settle-eeoc-national-origin-discrimination
Case No. 1:13-cv-20684,"Prestige Transportation Service to Pay $200,000 and Mend Hiring Practices to Settle EEOC Race Discrimination Lawsuit","$200,000",10-01-2014,https://www.eeoc.gov/newsroom/prestige-transportation-service-pay-200000-and-mend-hiring-practices-settle-eeoc-race
Case No. 6:13-cv-00664,"Popeye&#39;s Chicken Franchisee to Pay $25,000 to Settle EEOC Disability Discrimination Lawsuit","$25,000",09-04-2014,https://www.eeoc.gov/newsroom/popeyes-chicken-franchisee-pay-25000-settle-eeoc-disability-discrimination-lawsuit
Case No. 1:13-cv-00066,"Bertolini Corporation to Pay $92,500 to Settle EEOC Retaliation Lawsuit","$92,500",08-13-2014,https://www.eeoc.gov/newsroom/bertolini-corporation-pay-92500-settle-eeoc-retaliation-lawsuit
Case No. 2:13-cv-01079,"Cardiac Science Corporation to Pay $50,000 To Settle EEOC Retaliation Suit","$50,000",07-29-2014,https://www.eeoc.gov/newsroom/cardiac-science-corporation-pay-50000-settle-eeoc-retaliation-suit
Case No. 3:13-cv-01736,"Fort Worth Center of Rehabilitation to Pay $30,000 to Settle Disability Discrimination Lawsuit","$30,000",06-26-2014,https://www.eeoc.gov/newsroom/fort-worth-center-rehabilitation-pay-30000-settle-disability-discrimination-lawsuit
Case No. 8:12-cv-01325,"SunTrust Bank to Pay $300,000 to Settle  EEOC Sexual Harassment Lawsuit","$300,000",06-10-2014,https://www.eeoc.gov/newsroom/suntrust-bank-pay-300000-settle-eeoc-sexual-harassment-lawsuit
Case No. 1:13-cv-01615,"Basta Pasta to Pay $200,000 to Settle EEOC Sexual Harassment and Retaliation Lawsuit","$200,000",05-29-2014,https://www.eeoc.gov/newsroom/basta-pasta-pay-200000-settle-eeoc-sexual-harassment-and-retaliation-lawsuit
Case No. 5:13-cv-01447,"Lifecare Medical Services to Pay $72,500 to Settle EEOC Disability Lawsuit","$72,500",05-29-2014,https://www.eeoc.gov/newsroom/lifecare-medical-services-pay-72500-settle-eeoc-disability-lawsuit
Case No. 2:12-cv-00207,"Christian Care Center of Johnson City to Pay $90,000 to Settle EEOC Disability Discrimination Suit","$90,000",05-09-2014,https://www.eeoc.gov/newsroom/christian-care-center-johnson-city-pay-90000-settle-eeoc-disability-discrimination-suit
Case No. 1:12-cv-00827,"Sneakers Corp / Just Sneakers to Pay $18,000 to Settle EEOC Disability Lawsuit","$18,000",05-07-2014,https://www.eeoc.gov/newsroom/sneakers-corp-just-sneakers-pay-18000-settle-eeoc-disability-lawsuit
Case No. 1:13-cv-02831,"Annapolis Internal Medicine to Pay $22,500 to Settle EEOC Pregnancy Discrimination and Retaliation Suit","$22,500",04-21-2014,https://www.eeoc.gov/newsroom/annapolis-internal-medicine-pay-22500-settle-eeoc-pregnancy-discrimination-and-retaliation
Case No. 2:13-cv-14926,"Direct Optical to Pay $53,000 to Settle Disability Discrimination Suit","$53,000",04-14-2014,https://www.eeoc.gov/newsroom/direct-optical-pay-53000-settle-disability-discrimination-suit
Case No. 2:12-cv-11124,"Weight Watchers to Pay $45,000  To Settle EEOC Pregnancy Discrimination Suit","$45,000",04-07-2014,https://www.eeoc.gov/newsroom/weight-watchers-pay-45000-settle-eeoc-pregnancy-discrimination-suit
Case No. 3:11-cv-01700,"Ventura Corporation to Pay $354,250 to Settle EEOC Lawsuit for Sex Discrimination Against Men","$354,250",04-03-2014,https://www.eeoc.gov/newsroom/ventura-corporation-pay-354250-settle-eeoc-lawsuit-sex-discrimination-against-men
Case No. 5:13-cv-795,"Wal-Mart to Pay $363,419 to Settle EEOC Sexual Harassment and Retaliation Suit","$363,419",03-25-2014,https://www.eeoc.gov/newsroom/wal-mart-pay-363419-settle-eeoc-sexual-harassment-and-retaliation-suit
Case No. 2:13-cv-155,"Olympia Construction to Pay $100,000 to Resolve EEOC Racial Harassment and Retaliation Lawsuit","$100,000",03-12-2014,https://www.eeoc.gov/newsroom/olympia-construction-pay-100000-resolve-eeoc-racial-harassment-and-retaliation-lawsuit
Case No. 1:13-cv-00203,"Ricardo&#39;s Restaurant will Pay $20,000 to Resolve EEOC Sexual Harassment Suit","$20,000",03-10-2014,https://www.eeoc.gov/newsroom/ricardos-restaurant-will-pay-20000-resolve-eeoc-sexual-harassment-suit
Case No. 2:11-cv-00777,"Rexnord Industries to Pay $25,000 in EEOC Disability Bias Suit","$25,000",03-04-2014,https://www.eeoc.gov/newsroom/rexnord-industries-pay-25000-eeoc-disability-bias-suit
Case No. 8:13-cv-01980,"Extended Stay Hotels Will Pay $75,800 to Settle EEOC Pay Discrimination Lawsuit","$75,800",02-19-2014,https://www.eeoc.gov/newsroom/extended-stay-hotels-will-pay-75800-settle-eeoc-pay-discrimination-lawsuit
Case No. 2:09-cv-00163,"Jiudicy to Pay $150,000 to Settle EEOC Retaliation Suit","$150,000",02-05-2014,https://www.eeoc.gov/newsroom/jiudicy-pay-150000-settle-eeoc-retaliation-suit
Case No. 2:09-cv-00864,"JPMorgan Chase Will Pay $1,450,000 to Resolve EEOC Class Sex Discrimination Lawsuit","$1,450,000",02-03-2014,https://www.eeoc.gov/newsroom/jpmorgan-chase-will-pay-1450000-resolve-eeoc-class-sex-discrimination-lawsuit
Case No. 2:12-cv-02855,"Regions Bank to Pay $95,000 to Settle EEOC Age and Disability Discrimination Lawsuit","$95,000",12-20-2013,https://www.eeoc.gov/newsroom/regions-bank-pay-95000-settle-eeoc-age-and-disability-discrimination-lawsuit
Case No. 2:12-cv-14439,Bay State Milling Company to Pay $80K to Settle EEOC Hiring Discrimination Case,$80,12-11-2013,https://www.eeoc.gov/newsroom/bay-state-milling-company-pay-80k-settle-eeoc-hiring-discrimination-case
Case No. 2:12-cv-07334,"Global Shipping Giant UPS to Pay $70,000 to Settle EEOC Religious Discrimination Lawsuit","$70,000",11-04-2013,https://www.eeoc.gov/newsroom/global-shipping-giant-ups-pay-70000-settle-eeoc-religious-discrimination-lawsuit
Case No. 1:13-cv-00756,"Toys""R""Us Will Pay $35,000 to Settle EEOC Disability Discrimination Lawsuit","$35,000",10-29-2013,https://www.eeoc.gov/newsroom/toysrus-will-pay-35000-settle-eeoc-disability-discrimination-lawsuit
Case No. 1:11-cv-00755,"Dollar General Stores to Pay $47,500 to Settle EEOC Disability Discrimination Lawsuit","$47,500",10-23-2013,https://www.eeoc.gov/newsroom/dollar-general-stores-pay-47500-settle-eeoc-disability-discrimination-lawsuit
Case No. 4:12-cv-13803,"Mercy Hospice to Pay $60,000 to Settle Disability Discrimination Lawsuit","$60,000",09-30-2013,https://www.eeoc.gov/newsroom/mercy-hospice-pay-60000-settle-disability-discrimination-lawsuit
Case No. 4:11-cv-00117,"River View Coal to Pay $245,000 to Settle EEOC Race Discrimination Suit","$245,000",09-26-2013,https://www.eeoc.gov/newsroom/river-view-coal-pay-245000-settle-eeoc-race-discrimination-suit
Case No. 2:12-cv-00238,"GGNSC Administrative Services to Pay $75,000 in EEOC Disability Bias Suit","$75,000",09-25-2013,https://www.eeoc.gov/newsroom/ggnsc-administrative-services-pay-75000-eeoc-disability-bias-suit
Case No. 2:11-cv-02844,"U-Haul to Pay $750,000 to Settle EEOC Racial Harassment & Retaliation Suit","$750,000",09-24-2013,https://www.eeoc.gov/newsroom/u-haul-pay-750000-settle-eeoc-racial-harassment-retaliation-suit
Case No. 3:11-cv-00472,"Caddell Construction to Pay $125,000 to Settle EEOC Disability Discrimination Suit","$125,000",09-19-2013,https://www.eeoc.gov/newsroom/caddell-construction-pay-125000-settle-eeoc-disability-discrimination-suit
Case No. 5:12-cv-00139,Platinum P.T.S. To Pay $100k to Settle EEOC Pregnancy Discrimination Lawsuit,$100,08-08-2013,https://www.eeoc.gov/newsroom/platinum-pts-pay-100k-settle-eeoc-pregnancy-discrimination-lawsuit
Case No. 1:11-cv-03465,"Dad's BBQ in Anniston to Pay $91,000 to  Settle EEOC Sexual Harassment Suit","$91,000",07-29-2013,https://www.eeoc.gov/newsroom/dads-bbq-anniston-pay-91000-settle-eeoc-sexual-harassment-suit
Case No. 2:12-cv-01867,"Swift Aviation to Pay $50,000 to Settle EEOC National Origin and Religious Discrimination Lawsuit","$50,000",07-29-2013,https://www.eeoc.gov/newsroom/swift-aviation-pay-50000-settle-eeoc-national-origin-and-religious-discrimination-lawsuit
Case No. 4:12-cv-01498,"Help at Home, Inc. to Pay $302,500 to Settle EEOC Lawsuit Charging Sexual Harassment, Retaliation","$302,500",07-24-2013,https://www.eeoc.gov/newsroom/help-home-inc-pay-302500-settle-eeoc-lawsuit-charging-sexual-harassment-retaliation
Case No. 4:12-cv-158,"Nags Head Hotel to Pay $45,000 to Settle EEOC Religious Discrimination Lawsuit","$45,000",07-23-2013,https://www.eeoc.gov/newsroom/nags-head-hotel-pay-45000-settle-eeoc-religious-discrimination-lawsuit
Case No. 0:13-cv-61518,"It&#39;s Just Lunch to Pay $900,000 to Settle EEOC Lawsuit for Sex Discrimination Against Men","$900,000",07-22-2013,https://www.eeoc.gov/newsroom/its-just-lunch-pay-900000-settle-eeoc-lawsuit-sex-discrimination-against-men
Case No. 1:11-cv-01703,"MISO to Pay $90,500 to Settle EEOC Disability Discrimination Lawsuit","$90,500",07-11-2013,https://www.eeoc.gov/newsroom/miso-pay-90500-settle-eeoc-disability-discrimination-lawsuit
Case No. 1:11-cv-02560,HoneyBaked Ham to Pay $370K to Settle EEOC Sexual Harassment and Retaliation Lawsuit,$370,06-26-2013,https://www.eeoc.gov/newsroom/honeybaked-ham-pay-370k-settle-eeoc-sexual-harassment-and-retaliation-lawsuit
Case No. 4:12-cv-47,"Americold Logistics to Pay $46,000 to Settle EEOC Disability Lawsuit","$46,000",06-20-2013,https://www.eeoc.gov/newsroom/americold-logistics-pay-46000-settle-eeoc-disability-lawsuit
Case No. 1:11-cv-02433,"Trinity Protection Services and CSI Corp. To Pay $42,000 to Resolve EEOC Discrimination Lawsuit","$42,000",06-10-2013,https://www.eeoc.gov/newsroom/trinity-protection-services-and-csi-corp-pay-42000-resolve-eeoc-discrimination-lawsuit
Case No. 6:12-cv-00051,"Torqued-Up Energy Services to Pay $150,000 to Settle EEOC Race Harassment / Retaliation Suit","$150,000",05-28-2013,https://www.eeoc.gov/newsroom/torqued-energy-services-pay-150000-settle-eeoc-race-harassment-retaliation-suit
Case No. 2:12-cv-982,"PFERD Milwaukee Brush to Pay $65,000  In EEOC Pay Bias Suit","$65,000",05-09-2013,https://www.eeoc.gov/newsroom/pferd-milwaukee-brush-pay-65000-eeoc-pay-bias-suit
Case No. 2:11-cv-02851,"Probat/Bauermeister to Pay $100,000 to Settle  EEOC Disability Discrimination Lawsuit","$100,000",05-06-2013,https://www.eeoc.gov/newsroom/probatbauermeister-pay-100000-settle-eeoc-disability-discrimination-lawsuit
Case No. 1:11-cv-00260,"Presrite Corporation to Pay $700,000 and Offer 40 Jobs to Settle EEOC Class Action Lawsuit","$700,000",04-30-2013,https://www.eeoc.gov/newsroom/presrite-corporation-pay-700000-and-offer-40-jobs-settle-eeoc-class-action-lawsuit
Case No. 1:11-cv-01549,"Alia Corp. To Pay $100,000 to Settle EEOC Disability Discrimination Suit","$100,000",04-18-2013,https://www.eeoc.gov/newsroom/alia-corp-pay-100000-settle-eeoc-disability-discrimination-suit
Case No. 3:11-cv-00707,"EDSI to Pay $70,000 to Settle EEOC Pregnancy & Disability Discrimination Suit","$70,000",04-15-2013,https://www.eeoc.gov/newsroom/edsi-pay-70000-settle-eeoc-pregnancy-disability-discrimination-suit
Case No. 5:12-cv-00846,"Dependable Health Services to Pay $40,000 to Settle EEOC Disability Discrimination Lawsuit","$40,000",04-01-2013,https://www.eeoc.gov/newsroom/dependable-health-services-pay-40000-settle-eeoc-disability-discrimination-lawsuit
Case No. 2:11-cv-01754,"Outback Steakhouse to Pay $65,000 to Settle  EEOC Disability Discrimination Lawsuit","$65,000",03-22-2013,https://www.eeoc.gov/newsroom/outback-steakhouse-pay-65000-settle-eeoc-disability-discrimination-lawsuit
Case No. 4:12-cv-00330,"Voss Lighting to Pay $82,500 to Settle EEOC Religious Discrimination Lawsuit","$82,500",03-19-2013,https://www.eeoc.gov/newsroom/voss-lighting-pay-82500-settle-eeoc-religious-discrimination-lawsuit
Case No. 2:12-cv-979,"University School of Milwaukee to Pay $37,500 in EEOC Pregnancy Discrimination Suit","$37,500",03-14-2013,https://www.eeoc.gov/newsroom/university-school-milwaukee-pay-37500-eeoc-pregnancy-discrimination-suit
Case No. 3:12-cv-03885,"REDC Default Solutions to Pay $50,000 to Settle EEOC Disability Discrimination Lawsuit","$50,000",02-21-2013,https://www.eeoc.gov/newsroom/redc-default-solutions-pay-50000-settle-eeoc-disability-discrimination-lawsuit
Case No. 1:12-cv-02887,"University of Maryland Faculty Physicians, Inc. Will Pay $92,500 to Settle EEOC Disability Lawsuit","$92,500",02-19-2013,https://www.eeoc.gov/newsroom/university-maryland-faculty-physicians-inc-will-pay-92500-settle-eeoc-disability-lawsuit
Case No. 3:11-cv-589,"New Pine Ridge Restaurant to Pay $41,000 to Settle EEOC Sexual Harassment and Retaliation Suit","$41,000",01-17-2013,https://www.eeoc.gov/newsroom/new-pine-ridge-restaurant-pay-41000-settle-eeoc-sexual-harassment-and-retaliation-suit
Case No. 8:11-cv-02695,"McCormick & Schmick's to Pay $47,814 to Settle  EEOC Disability Discrimination Lawsuit","$47,814",01-07-2013,https://www.eeoc.gov/newsroom/mccormick-schmicks-pay-47814-settle-eeoc-disability-discrimination-lawsuit
Case No. 2:11-cv-13347,"J.A. Thomas & Assoc. Agrees to Pay $350,000 to Settle EEOC Disability Discrimination Suit","$350,000",01-04-2013,https://www.eeoc.gov/newsroom/ja-thomas-assoc-agrees-pay-350000-settle-eeoc-disability-discrimination-suit
Case No. 2:11-cv-00263,"Fox Den Apartments to Pay $37,000 to Settle EEOC Disability Suit","$37,000",01-04-2013,https://www.eeoc.gov/newsroom/fox-den-apartments-pay-37000-settle-eeoc-disability-suit
Case No. 3:11-cv-0306,"Michigan City Restaurant to Pay $20,000 to Settle Second EEOC Sexual Harassment Suit","$20,000",12-20-2012,https://www.eeoc.gov/newsroom/michigan-city-restaurant-pay-20000-settle-second-eeoc-sexual-harassment-suit
Case No. 2:10-cv-00168,"Spectrum Bags to Pay $150,000 to Settle EEOC Sexual Harassment and Retaliation Lawsuit","$150,000",11-20-2012,https://www.eeoc.gov/newsroom/spectrum-bags-pay-150000-settle-eeoc-sexual-harassment-and-retaliation-lawsuit
Case No. 1:09-cv-10601,"Sparks Steak House to Pay $600,000 to Settle EEOC Class Male-On-Male Sexual Harassment Suit","$600,000",11-15-2012,https://www.eeoc.gov/newsroom/sparks-steak-house-pay-600000-settle-eeoc-class-male-male-sexual-harassment-suit
Case No. 3:11-cv-00464,"Gaylord, Inc. to Pay $55,000 to Settle EEOC Religious Discrimination Lawsuit","$55,000",11-13-2012,https://www.eeoc.gov/newsroom/gaylord-inc-pay-55000-settle-eeoc-religious-discrimination-lawsuit
Case No. 2:11-cv-1178,"Computer Systems to Pay $32,500 in EEOC Age Discrimination Suit","$32,500",10-29-2012,https://www.eeoc.gov/newsroom/computer-systems-pay-32500-eeoc-age-discrimination-suit
Case No. 6:11-cv-00052,"Mount Vernon Mills to Pay $70,000 to Settle EEOC Sexual Harassment Lawsuit","$70,000",09-27-2012,https://www.eeoc.gov/newsroom/mount-vernon-mills-pay-70000-settle-eeoc-sexual-harassment-lawsuit
Case No. 5:11-cv-00076,"Universal Toyota to Pay $140,000 to Settle EEOC Age Discrimination & Retaliation Lawsuit","$140,000",09-11-2012,https://www.eeoc.gov/newsroom/universal-toyota-pay-140000-settle-eeoc-age-discrimination-retaliation-lawsuit
Case No. 1:09-cv-00059,"Dura Automotive Systems to Pay $750,000  To Settle EEOC ADA Lawsuit","$750,000",09-05-2012,https://www.eeoc.gov/newsroom/dura-automotive-systems-pay-750000-settle-eeoc-ada-lawsuit
Case No. 4:11-cv-03506,"Vitol and Johnson Controls to Pay $62,500 to Settle EEOC Lawsuit for Retaliation","$62,500",09-04-2012,https://www.eeoc.gov/newsroom/vitol-and-johnson-controls-pay-62500-settle-eeoc-lawsuit-retaliation
Case No. 2:11-cv-01842,"ABCO West Electrical Will Pay $23,000 to Settle EEOC Disability Discrimination Lawsuit","$23,000",08-27-2012,https://www.eeoc.gov/newsroom/abco-west-electrical-will-pay-23000-settle-eeoc-disability-discrimination-lawsuit
Case No. 2:11-cv-364,"Magnetics International to Pay $30,000  To Settle EEOC Religious Discrimination Suit","$30,000",08-15-2012,https://www.eeoc.gov/newsroom/magnetics-international-pay-30000-settle-eeoc-religious-discrimination-suit
Case No. 1:11-cv-1022,"Maximus Will Pay $50,000 to Settle EEOC Disability Discrimination Lawsuit","$50,000",08-13-2012,https://www.eeoc.gov/newsroom/maximus-will-pay-50000-settle-eeoc-disability-discrimination-lawsuit
Case No. 1:11-cv-02766,"Morningside House of Ellicott City to Pay $25,000 for Religious Discrimination","$25,000",08-06-2012,https://www.eeoc.gov/newsroom/morningside-house-ellicott-city-pay-25000-religious-discrimination
Case No. 5:11-cv-05979,"dELiA*S Will Pay $75,000 to Settle EEOC Pregnancy Discrimination Lawsuit","$75,000",08-02-2012,https://www.eeoc.gov/newsroom/delias-will-pay-75000-settle-eeoc-pregnancy-discrimination-lawsuit
Case No. 5:11-cv-00468,"The Goodyear Tire & Rubber Company to Pay $20,000 to Settle EEOC Disability Discrimination Suit","$20,000",07-23-2012,https://www.eeoc.gov/newsroom/goodyear-tire-rubber-company-pay-20000-settle-eeoc-disability-discrimination-suit
Case No. 3:11-cv-00267,Owner of 25 McDonald&#39;s Restaurants to Pay $1 Million in EEOC Sexual Harassment Suit,$1,07-18-2012,https://www.eeoc.gov/newsroom/owner-25-mcdonalds-restaurants-pay-1-million-eeoc-sexual-harassment-suit
Case No. 2:11-cv-00158,"DiMare Ruskin to Pay $150,000 and Furnish Nationwide Relief to Settle EEOC Sexual Harassment Lawsuit","$150,000",07-16-2012,https://www.eeoc.gov/newsroom/dimare-ruskin-pay-150000-and-furnish-nationwide-relief-settle-eeoc-sexual-harassment
Case No. 3:11-cv-864,"RCC Consultants Will Pay $45,000 to Settle EEOC Disability Discrimination Lawsuit","$45,000",07-10-2012,https://www.eeoc.gov/newsroom/rcc-consultants-will-pay-45000-settle-eeoc-disability-discrimination-lawsuit
Case No. 1:11-cv-01252,"The Jackson Sun to Pay $150,000 to Settle EEOC Disability Discrimination Suit","$150,000",06-29-2012,https://www.eeoc.gov/newsroom/jackson-sun-pay-150000-settle-eeoc-disability-discrimination-suit
Case No. 7:11-cv-209,"Frank A. Mora to Pay $43,000 to Settle Sexual Harassment Lawsuit","$43,000",06-25-2012,https://www.eeoc.gov/newsroom/frank-mora-pay-43000-settle-sexual-harassment-lawsuit
Case No. 2:11-cv-01211,"Country Fresh Market to Pay $95,000 to Settle EEOC Harassment and Retaliation Lawsuit","$95,000",06-25-2012,https://www.eeoc.gov/newsroom/country-fresh-market-pay-95000-settle-eeoc-harassment-and-retaliation-lawsuit
